Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
8-7-792,01021226__,0.18,39.35784472,-74.44123316,1,102,Atlantic,Atlantic City,0,1211,0,01/01/2019,Volume 48hrs,North
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,13949,7159,6790,01/01/2019,major,North/South
n18025,02000S49__,0.08,40.91148877,-74.03445876,2,252,Bergen,River Edge Boro,2720,1415,1305,01/01/2019,Volume 48hrs,East/West
7-8-214,17000641__,0.04,39.73405,-75.46447,17,1707,Salem,Penns Grove Boro,985,692,293,01/01/2019,Volume 48hrs,East/West
008118,00000050__,6.72,39.28867,-74.75331,5,511,Cape May,Upper Twp,11221,5794,5427,01/01/2019,Continous Volume,North
1-5-602,10221002__,0.29,40.5209556,-74.8037222,10,1022,Hunterdon,Readington Twp,642,604,38,01/01/2019,Classification 48hrs,East/West
12s113r,00000041__B100340,0.08,39.83050813,-75.08749654,8,802,Gloucester,Deptford Twp,0,8462,0,01/01/2019,ramp,North
7-8-188,00000048__,3.97,39.68354573,-75.41430136,17,1702,Salem,Elmer Boro,3792,1779,2013,01/01/2019,Volume 48hrs,East/West
3-9-198,20000613__,1.97,40.64855343,-74.34192029,20,2020,Union,Westfield Town,17714,9316,8398,01/01/2019,Volume 48hrs,East/West
n18130,02601413__,0.99,40.91297624,-74.02164306,2,260,Bergen,Teaneck Twp,1706,827,879,01/01/2019,Volume 48hrs,East/West
n18036,0200S124__,0.14,40.8482632,-74.02683472,2,250,Bergen,Ridgefield Park Village,3210,3025,185,01/01/2019,Volume 48hrs,North/South
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,19251,9756,9495,01/01/2019,major,North/South
12s204r,00000295__X102100,20.76,39.83809089,-75.19905022,8,820,Gloucester,West Deptford Twp,0,4409,0,01/01/2019,ramp,South
12s079r,00000038__B100270,0.06,39.93784803,-75.03123002,4,409,Camden,Cherry Hill Twp,0,2020,0,01/01/2019,ramp,East
12s207r,00000322__B101530,0.21,39.71953473,-75.15594799,8,808,Gloucester,Harrison Twp,0,4043,0,01/01/2019,ramp,East
152002,20201332__,0.11,40.64654033,-74.33360909,20,2020,Union,Westfield Town,3393,1505,1888,01/01/2019,major,North/South
160815,08000639__,0.81,39.73596804,-75.11581904,8,815,Gloucester,Pitman Boro,1552,720,832,01/01/2019,7 days volume,East/West
1-4-607,19151040__,0.26,41.04680529,-74.74858906,19,1915,Sussex,Newton Town,1293,685,608,01/01/2019,Volume 48hrs,East/West
192006,200413891_,0.08,40.63858702,-74.20146605,20,2004,Union,Elizabeth City,4781,2276,2505,01/01/2019,Volume 48hrs,East/West
8-6-056,00000030__,42.85,39.51309,-74.62518,1,111,Atlantic,Galloway Twp,21697,11061,10636,01/01/2019,7 days volume,East/West
191402,14171175__,0.85,40.76583202,-74.40124602,14,1417,Morris,Madison Boro,5906,3104,2802,01/01/2019,Volume 48hrs,North/South
8-5-501,05000603__,0.62,38.96596788,-74.93032499,5,505,Cape May,Lower Twp,1418,539,879,01/01/2019,Classification 48hrs,North/South
192011,20000636__,0.71,40.70898401,-74.33059301,20,2017,Union,Springfield Twp,9536,5046,4490,01/01/2019,Volume 48hrs,East/West
8-5-142,00000040__,46.9,39.451058,-74.727881,1,112,Atlantic,Hamilton Twp,7912,2806,5106,01/01/2019,Classification 48hrs,East/West
8-8-288,01141145__,0.16,39.337418,-74.58298,1,114,Atlantic,Linwood City,1340,843,497,01/01/2019,7 days volume,East/West
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,10609,1122,9487,01/01/2019,major,North/South
9-4-309,00000446__,25.99,39.596664,-74.802536,1,113,Atlantic,Hammonton Town,34161,16953,17208,01/01/2019,Volume 48hrs,East/West
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,16959,8548,8411,01/01/2019,major,North/South
m04047,04081664__,0.12,39.95499903,-75.12608205,4,408,Camden,Camden City,458,235,223,01/01/2019,Volume 48hrs,North/South
131702,00000540__,3.45,39.65042201,-75.44609803,17,1706,Salem,Oldmans Twp,5320,2631,2689,01/01/2019,7 days volume,East/West
n18016,02000111__,0.41,40.96266086,-73.98603439,2,226,Bergen,Haworth Boro,3770,1633,2137,01/01/2019,Volume 48hrs,North/South
8-5-141,00000559__,17.33,39.47954,-74.75833,1,112,Atlantic,Hamilton Twp,3094,1573,1521,01/01/2019,Classification 48hrs,North/South
n18070,02231247__,0.05,40.89814413,-74.05280076,2,223,Bergen,Hackensack City,11381,5653,5728,01/01/2019,Volume 48hrs,North/South
7-4-542,08000619__,2.21,39.67115302,-75.15038403,8,804,Gloucester,Elk Twp,2640,1360,1280,01/01/2019,Volume 48hrs,North/South
m04057,04091982__,0.92,39.90029121,-74.99275314,4,409,Camden,Cherry Hill Twp,3357,1786,1571,01/01/2019,Volume 48hrs,North/South
8-5-126,00000542__,0.9,39.634247,-74.786354,1,113,Atlantic,Hammonton Town,3863,1997,1866,01/01/2019,Classification 48hrs,East/West
c18236,130000062_,0.21,40.4328028,-74.2101028,13,1322,Monmouth,Keyport Boro,3911,2105,1806,01/01/2019,Volume 48hrs,North/South
7-4-539,08000653__,2.92,39.79348673,-75.30347531,8,809,Gloucester,Logan Twp,4118,2298,1820,01/01/2019,Volume 48hrs,East/West
m04032,04081610__,0.25,39.93743803,-75.10655204,4,408,Camden,Camden City,1366,607,759,01/01/2019,Volume 48hrs,East/West
152001,20000611__,1.03,40.61990884,-74.36911979999999,20,2016,Union,Scotch Plains Twp,9659,4711,4948,01/01/2019,major,North/South
192001,20000663__,0.24,40.66079503,-74.42241902,20,2001,Union,Berkeley Heights Twp,19598,8428,11170,01/01/2019,Volume 48hrs,North/South
8-5-412,00000563__,18.75,39.55094275,-74.62178236,1,107,Atlantic,Egg Harbor City,2613,1479,1134,01/01/2019,7 days volume,North/South
191603,16071214__,0.6,40.86796608,-74.11887404,16,1607,Passaic,Passaic City,14350,5143,9207,01/01/2019,Volume 48hrs,East/West
152002,20201332__,0.11,40.64654033,-74.33360909,20,2020,Union,Westfield Town,3567,1589,1978,01/01/2019,major,North/South
190909,09111061__,0.06,40.76393303,-74.02196307,9,911,Hudson,Weehawken Twp,16790,8275,8515,01/01/2019,Volume 48hrs,East/West
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,17055,8229,8826,01/01/2019,major,North/South
191602,16071687__,1.6,40.86186602,-74.11904204,16,1607,Passaic,Passaic City,12428,5880,6548,01/01/2019,Volume 48hrs,North/South
m04068,04141131__,0.14,39.88525523,-75.10202112,4,414,Camden,Gloucester City,1659,851,808,01/01/2019,Volume 48hrs,North/South
191405,14291570__,0.15,40.86483901,-74.41353904,14,1429,Morris,Parsippany-Troy Hills Twp,14021,5479,8542,01/01/2019,Volume 48hrs,North/South
7-4-545,08000662__,1.57,39.77321904,-75.36288411,8,809,Gloucester,Logan Twp,4871,2215,2656,01/01/2019,Classification 48hrs,North/South
191606,16081487__,0.07,40.90714601,-74.17064502,16,1608,Passaic,Paterson City,2627,1472,1155,01/01/2019,Volume 48hrs,North/South
8-5-402,00000563__,2.37,39.350435,-74.534655,1,108,Atlantic,Egg Harbor Twp,6406,3234,3172,01/01/2019,7 days volume,North/South
191605,16081489__,1.52,40.90768514,-74.16816006,16,1608,Passaic,Paterson City,4416,2295,2121,01/01/2019,Volume 48hrs,East/West
8-5-143,01000627__,1.54,39.519322,-74.948294,1,104,Atlantic,Buena Boro,3598,1777,1821,01/01/2019,7 days volume,North/South
192008,20071185__,0.41,40.70393202,-74.24490501,20,2007,Union,Hillside Twp,6825,3711,3114,01/01/2019,Volume 48hrs,North/South
13mc20,00000530__,20.97,39.9491778,-74.3676139,15,1518,Ocean,Manchester Twp,14759,7369,7390,01/01/2019,major,East/West
192004,20041421__,1.79,40.65290402,-74.19238104,20,2004,Union,Elizabeth City,4641,2613,2028,01/01/2019,Volume 48hrs,East/West
8-5-203,00000009__,0.79,38.973225,-74.954185,5,505,Cape May,Lower Twp,2101,917,1184,01/01/2019,Classification 48hrs,North/South
192002,20000647__,0.11,40.68441904,-74.38900005,20,2001,Union,Berkeley Heights Twp,9414,5229,4185,01/01/2019,Volume 48hrs,North/South
8-5-313,00000347__,4,39.246593,-74.912673,6,609,Cumberland,Maurice River Twp,9555,4919,4636,01/01/2019,7 days volume,North/South
192010,20000643__,1.73,40.70125201,-74.35267202,20,2017,Union,Springfield Twp,11429,5594,5835,01/01/2019,Volume 48hrs,North/South
13mc01,00000518__,3.15,40.3644333,-74.8900167,10,1026,Hunterdon,West Amwell Twp,3221,1567,1654,01/01/2019,major,East/West
192009,20191594__,0.89,40.70857601,-74.24402001,20,2007,Union,Hillside Twp,12206,6703,5503,01/01/2019,Volume 48hrs,East/West
8-5-523,05000621__,5.4,38.98493,-74.8234,5,514,Cape May,Wildwood City,6253,2838,3415,01/01/2019,7 days volume,North/South
190214,020001271_,0.99,40.95299702,-74.13151903,2,222,Bergen,Glen Rock Boro,5718,2777,2941,01/01/2019,Volume 48hrs,East/West
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,10075,5097,4978,01/01/2019,major,North/South
190212,02000079__,2.91,40.93212905,-74.09588507,2,217,Bergen,Fair Lawn Boro,9146,4538,4608,01/01/2019,Volume 48hrs,North/South
12s141r,00000295__A100130,1.33,39.67686108,-75.48771172,17,1702,Salem,Elmer Boro,0,1232,0,01/01/2019,ramp,North
190213,02211150__,0.14,40.88029805,-74.11768105,2,221,Bergen,Garfield City,14243,7245,6998,01/01/2019,Volume 48hrs,East/West
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,14632,7566,7066,01/01/2019,major,North/South
192101,21000613__,5.11,40.91883203,-74.84357704,21,2101,Warren,Allamuchy Twp,1482,665,817,01/01/2019,Volume 48hrs,North/South
13mc15,00000528__,22.3,40.1116444,-74.3466083,15,1511,Ocean,Jackson Twp,10955,5483,5472,01/01/2019,major,East/West
160523,05000653__,0.11,38.93841416,-74.91607449,5,502,Cape May,Cape May City,2119,1095,1024,01/01/2019,Classification 48hrs,North/South
8-5-521,05000603__,1.59,38.974723,-74.942617,5,505,Cape May,Lower Twp,6374,2992,3382,01/01/2019,7 days volume,North/South
192102,21000632__,0.4,40.66387717,-75.07717155,21,2105,Warren,Franklin Twp,3471,1801,1670,01/01/2019,Volume 48hrs,East/West
007128,00000038__,4.9,39.94214,-74.99054,4,319,Camden,Maple Shade Twp,49729,24865,24864,01/01/2019,Continous Volume,East/West
192012,20000619__,5.93,40.70821801,-74.25999701,20,2019,Union,Union Twp,19364,10236,9128,01/01/2019,Volume 48hrs,North/South
8-5-601,01131128__,1.8,39.613506,-74.77876,1,113,Atlantic,Hammonton Town,1323,690,633,01/01/2019,Classification 48hrs,North/South
2-0-170,02000085__,0.94,41.04015091,-74.14675391,2,201,Bergen,Allendale Boro,4470,2128,2342,01/01/2019,7 days volume,North/South
m04098,04271595__,0.42,39.95296002,-75.06865604,4,427,Camden,Pennsauken Twp,436,254,182,01/01/2019,Volume 48hrs,North/South
3-4-408,00000510__,15.85,40.78972741,-74.40406386,14,1411,Morris,Florham Park Boro,29532,16652,12880,01/01/2019,Volume 48hrs,East/West
7-4-547,17000660__,2.6,39.66318,-75.29876,17,1709,Salem,Pilesgrove Twp,1000,541,459,01/01/2019,7 days volume,East/West
161714,17000652__,0.85,39.48260886,-75.41258323,17,1705,Salem,Mannington Twp,246,112,134,01/01/2019,Classification 48hrs,North/South
5-7-002,00000130__,62.33,40.212039,-74.624825,11,1112,Mercer,Robbinsville Twp,33901,16411,17490,01/01/2019,7 days volume,North/South
190218,02421187__,1.2,41.02685106,-74.25291609,2,242,Bergen,Oakland Boro,12452,7704,4748,01/01/2019,Volume 48hrs,East/West
13mc12,00000527__,28.44,40.2790028,-74.3446194,13,1326,Monmouth,Manalapan Twp,5001,2523,2478,01/01/2019,major,North/South
6N5H707,13000013__,2.04,40.3390583,-74.0751028,13,1340,Monmouth,Red Bank Boro,17290,8645,8645,01/01/2019,Classification 48hrs,North/South
7-4-551,17000641__,1.25,39.72617294,-75.44499156,17,1702,Salem,Elmer Boro,1485,745,740,01/01/2019,Volume 48hrs,East/West
160805,00000322__,11.56,39.73816318,-75.21308562,8,808,Gloucester,Harrison Twp,13848,7181,6667,01/01/2019,Volume 48hrs,East/West
8-8-490,01000614__,0.23,39.45129298,-74.66959712,1,112,Atlantic,Hamilton Twp,6054,3046,3008,01/01/2019,Classification 48hrs,North/South
160812,08000623__,4.31,39.68204645,-75.16748207,8,804,Gloucester,Elk Twp,793,404,389,01/01/2019,7 days volume,East/West
13mc20,00000530__,20.97,39.9491778,-74.3676139,15,1518,Ocean,Manchester Twp,16086,8061,8025,01/01/2019,major,East/West
160817,08000670__,0.8,39.78790029,-75.31622527,8,809,Gloucester,Logan Twp,132,71,61,01/01/2019,Volume 48hrs,East/West
8-5-524,05000633__,0.04,38.934888,-74.92977,5,502,Cape May,Cape May City,2318,1396,922,01/01/2019,Volume 48hrs,East/West
6N5H708,13000013A_,3.01,40.3248472,-74.0563028,13,1345,Monmouth,Shrewsbury Boro,16453,8015,8438,01/01/2019,Classification 48hrs,North/South
m01043,01081011__,1,39.39380282,-74.62249947,1,108,Atlantic,Egg Harbor Twp,2926,1404,1522,01/01/2019,Volume 48hrs,East/West
5-4-419,00000528__,3.99,40.12082562,-74.6465461,3,307,Burlington,Chesterfield Twp,3633,1789,1844,01/01/2019,Classification 48hrs,East/West
c18440,18021292__,0.66,40.7204,-74.5424917,18,1802,Somerset,Bernards Twp,3039,2106,933,01/01/2019,Volume 48hrs,East/West
090127,00000561A_,3.02,39.495075,-74.463828,1,111,Atlantic,Galloway Twp,3684,1770,1914,01/01/2019,Classification 48hrs,North/South
c18152,12051796__,0.01,40.5186556,-74.4272444,12,1205,Middlesex,Edison Twp,9069,4913,4156,01/01/2019,Volume 48hrs,East/West
5-4-405,00000579__,8.74,40.3496083,-74.8532778,11,1106,Mercer,Hopewell Twp,11472,5468,6004,01/01/2019,Volume 48hrs,North/South
8-7-579,06000608__,0.15,39.43246466,-75.1175601,6,610,Cumberland,Millville City,3816,1836,1980,01/01/2019,Classification 48hrs,East/West
160608,06000619__,2.36,39.51004701,-75.01124502,6,614,Cumberland,Vineland City,7152,3516,3636,01/01/2019,Classification 48hrs,East/West
13mc20,00000530__,20.97,39.9491778,-74.3676139,15,1518,Ocean,Manchester Twp,16387,8136,8251,01/01/2019,major,East/West
m03003,03031039__,0.03,40.14400501,-74.71072502,3,303,Burlington,Bordentown City,2407,1365,1042,01/01/2019,Volume 48hrs,East/West
8-7-247,05081276__,4,39.26987,-74.588603,5,508,Cape May,Ocean City,1411,620,791,01/01/2019,Classification 48hrs,North/South
6t5c005,00000539__,14.15,39.8013528,-74.3754778,15,1533,Ocean,Barnegat Twp,6269,2885,3384,01/01/2019,Classification 48hrs,North/South
160214,00000503__,10.55,40.95174114,-74.03208881,2,244,Bergen,Oradell Boro,17649,8099,9550,01/01/2019,7 days volume,North/South
7-0-301,04000713__,1.01,39.76868389,-74.88644129,4,435,Camden,Waterford Twp,2449,1348,1101,01/01/2019,Classification 48hrs,North/South
160205,00000202__,77.52,41.07948802,-74.18362004,2,233,Bergen,Mahwah Twp,10579,5446,5133,01/01/2019,Classification 48hrs,North/South
130307,00000545__,1.07,39.98325,-74.58996,3,329,Burlington,Pemberton Twp,4762,2463,2299,01/01/2019,Classification 48hrs,North/South
13msaa,01191208__,2.08,39.41178423,-74.54028448,1,108,Atlantic,Egg Harbor Twp,3176,1622,1554,01/01/2019,major,North/South
7-0-282,04351163__,0.42,39.77432475,-74.89357012,4,435,Camden,Waterford Twp,2397,1154,1243,01/01/2019,Classification 48hrs,North/South
8-7-231,05081255__,0.97,39.2360021,-74.62422598,5,508,Cape May,Ocean City,670,328,342,01/01/2019,Volume 48hrs,North/South
7-0-395,04121130__,0.03,39.9117556,-75.0940278,4,412,Camden,Collingswood Boro,1225,649,576,01/01/2019,Volume 48hrs,North/South
m07988,07111793__,0.18,40.72987899,-74.25129357,7,711,Essex,Maplewood Twp,7738,3753,3985,01/01/2019,Volume 48hrs,North/South
c18462,18081373__,0.88,40.4813972,-74.5033306,18,1808,Somerset,Franklin Twp,10806,5054,5752,01/01/2019,Volume 48hrs,East/West
8-7-418,00000009__,39.71,39.3899545,-74.53403748,1,119,Atlantic,Pleasantville City,12824,6338,6486,01/01/2019,Volume 48hrs,North/South
7-0-391,040006282_,0.31,39.91728904,-75.03715302,4,409,Camden,Cherry Hill Twp,2941,2115,826,01/01/2019,7 days volume,East/West
8-7-281,00000559A_,0.13,39.32919424,-74.58661985,1,114,Atlantic,Linwood City,5045,2664,2381,01/01/2019,Volume 48hrs,North/South
090119,00000559__,5.9,39.35298216,-74.68093195,1,108,Atlantic,Egg Harbor Twp,2700,1346,1354,01/01/2019,7 days volume,North/South
13ms9a,01000666__,7.87,39.41846772,-74.84198017,1,123,Atlantic,Weymouth Twp,1095,541,554,01/01/2019,major,North/South
7-0-326,08111126__,0.65,39.680476,-74.988079,8,811,Gloucester,Monroe Twp,4884,2271,2613,01/01/2019,Volume 48hrs,North/South
160204,00000202__,70.72,41.01451756,-74.26364764,2,242,Bergen,Oakland Boro,9851,4610,5241,01/01/2019,Classification 48hrs,North/South
130338,03000668__,3.18,40.020305,-74.703012,3,334,Burlington,Springfield Twp,1442,777,665,01/01/2019,Volume 48hrs,North/South
8-7-268,01000635__,0.22,39.309914,-74.595474,1,121,Atlantic,Somers Point City,2929,1570,1359,01/01/2019,7 days volume,North/South
130340,03000684__,2.3,40.007629,-74.745346,3,311,Burlington,Eastampton Twp,3122,1550,1572,01/01/2019,Classification 48hrs,North/South
8-7-361,01021364__,0.21,39.359516,-74.43794,1,102,Atlantic,Atlantic City,0,8933,0,01/01/2019,7 days volume,North
m05008,05141038__,0.31,38.99127551,-74.81709754,5,514,Cape May,Wildwood City,857,527,330,01/01/2019,Volume 48hrs,East/West
8-7-308,00000585__,3.56,39.35319275,-74.56451085,1,114,Atlantic,Linwood City,11594,5574,6020,01/01/2019,Volume 48hrs,North/South
090414,00000537S_,0.5,39.94505121,-75.1175403,4,408,Camden,Camden City,0,6818,0,01/01/2019,Volume 48hrs,West
152001,20000611__,1.03,40.61990884,-74.36911979999999,20,2016,Union,Scotch Plains Twp,9934,4790,5144,01/01/2019,major,North/South
5-5-614,11000649__,0.56,40.2496528,-74.7162917,11,1103,Mercer,Hamilton Twp,15688,7874,7814,01/01/2019,7 days volume,East/West
c18150,12051781__,0.1,40.5094111,-74.3461417,12,1205,Middlesex,Edison Twp,3819,1880,1939,01/01/2019,Volume 48hrs,East/West
4-4-651,18000605__,0.79,40.3940417,-74.6307861,18,1813,Somerset,Montgomery Twp,3383,1329,2054,01/01/2019,Classification 48hrs,North/South
5-8-280,11111058__,0.02,40.2278793,-74.7512656,11,1111,Mercer,Trenton City,359,156,203,01/01/2019,Volume 48hrs,East/West
000552,00000055__,57.9,39.813493,-75.106149,8,802,Gloucester,Deptford Twp,73252,35216,38036,01/01/2019,Weigh in Motion,North/South
c18083,12000657__,0.32,40.5462833,-74.3418278,12,1205,Middlesex,Edison Twp,2907,1479,1428,01/01/2019,Volume 48hrs,East/West
6-5-306,00000033__,32.02,40.2277222,-74.1970694,13,1319,Monmouth,Howell Twp,26406,13147,13259,01/01/2019,Classification 48hrs,East/West
13mc20,00000530__,20.97,39.9491778,-74.3676139,15,1518,Ocean,Manchester Twp,17368,8562,8806,01/01/2019,major,East/West
090329,00000563__,24.46,39.614135,-74.584964,3,336,Burlington,Washington Twp,781,412,369,01/01/2019,Classification 48hrs,North/South
8-8-695,01181080__,0.14,39.3720245,-74.55204795,1,118,Atlantic,Northfield City,432,198,234,01/01/2019,7 days volume,East/West
m01045,01081122__,0.1,39.36812474,-74.58898629,1,108,Atlantic,Egg Harbor Twp,4043,1724,2319,01/01/2019,Volume 48hrs,North/South
8-8-571,01000652__,1.29,39.58762401,-74.57293903,1,107,Atlantic,Egg Harbor City,762,385,377,01/01/2019,7 days volume,East/West
m01038,01031121__,0.51,39.38713985,-74.40470138,1,103,Atlantic,Brigantine City,1037,615,422,01/01/2019,Volume 48hrs,North/South
8-7-582,06000671__,4.02,39.428081,-74.92448,6,614,Cumberland,Vineland City,1047,535,512,01/01/2019,Volume 48hrs,North/South
c18134,12051035__,0.52,40.5209472,-74.38044166,12,1205,Middlesex,Edison Twp,4125,2065,2060,01/01/2019,Volume 48hrs,North/South
m17007,17131079__,1.21,39.72427428,-75.45042987,17,1702,Salem,Elmer Boro,396,212,184,01/01/2019,Volume 48hrs,North/South
c18222,12221340__,0.63,40.5786056,-74.4024944,12,1222,Middlesex,South Plainfield Boro,10601,5511,5090,01/01/2019,Volume 48hrs,East/West
160101,00000206__,5.5,39.717767,-74.739396,1,113,Atlantic,Hammonton Town,11246,5500,5746,01/01/2019,Volume 48hrs,North/South
8-8-574,06141018__,0.22,39.429114,-75.026985,6,614,Cumberland,Vineland City,6124,3019,3105,01/01/2019,Classification 48hrs,East/West
160304,00000038__,4.96,39.942298,-74.989833,3,319,Burlington,Maple Shade Twp,53368,27495,25873,01/01/2019,7 days volume,East/West
c18138,12051173__,0.35,40.5130139,-74.3972139,12,1205,Middlesex,Edison Twp,2697,1359,1338,01/01/2019,Volume 48hrs,North/South
160206,00000501__,45.86,40.91922542,-73.96432605,2,261,Bergen,Tenafly Boro,4763,3399,1364,01/01/2019,Classification 48hrs,North/South
m02977,02201252__,0.25,41.00726427,-74.22238095,2,220,Bergen,Franklin Lakes Boro,1652,930,722,01/01/2019,Volume 48hrs,East/West
13ms9a,01000666__,7.87,39.41846772,-74.84198017,1,123,Atlantic,Weymouth Twp,1325,640,685,01/01/2019,major,North/South
m02914,02651079__,0.18,40.85352802,-74.10599803,2,265,Bergen,Wallington Boro,2125,1032,1093,01/01/2019,Volume 48hrs,East/West
9-4-313,00000446__,43.13,39.764713,-75.04471,4,415,Camden,Gloucester Twp,47247,24003,23244,01/01/2019,Volume 48hrs,East/West
c18516,13000014__,0.45,40.2597944,-74.0627111,13,1337,Monmouth,Ocean Twp,8861,4423,4438,01/01/2019,Volume 48hrs,East/West
